Fold,Algorithm,Classifier,TransferFunction,BestFitness,Accuracy,Sensitivity,Recall,Specificity,Precision,F1,MCC,ROC_AUC
7,bLRRIME-KNN-s4,knn,s4,0.089574315,0.928571429,1,1,0.857142857,0.875,0.933333333,0.866025404,0.908163265
8,bLRRIME-KNN-s4,knn,s4,0.157431457,0.857142857,1,1,0.714285714,0.777777778,0.875,0.745355992,0.836734694
9,bLRRIME-KNN-s4,knn,s4,0.031313131,1,1,1,1,1,1,1,1
10,bLRRIME-KNN-s4,knn,s4,0.292640693,0.714285714,0.625,0.625,0.833333333,0.833333333,0.714285714,0.458333333,0.791666667
1,bLRRIME-KNN-v1,knn,v1,0.065353535,0.933333333,0.875,0.875,1,1,0.933333333,0.875,0.982142857
2,bLRRIME-KNN-v1,knn,v1,0.001515152,1,1,1,1,1,1,1,1
3,bLRRIME-KNN-v1,knn,v1,0.068867244,0.928571429,0.857142857,0.857142857,1,1,0.923076923,0.866025404,0.87755102
4,bLRRIME-KNN-v1,knn,v1,0.070382395,0.928571429,0.857142857,0.857142857,1,1,0.923076923,0.866025404,0.867346939
5,bLRRIME-KNN-v1,knn,v1,0.001515152,1,1,1,1,1,1,1,1
6,bLRRIME-KNN-v1,knn,v1,0.068867244,0.928571429,1,1,0.857142857,0.875,0.933333333,0.866025404,0.908163265
7,bLRRIME-KNN-v1,knn,v1,0.068362193,0.928571429,0.857142857,0.857142857,1,1,0.923076923,0.866025404,0.928571429
8,bLRRIME-KNN-v1,knn,v1,0.136724387,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.714285714,0.846938776
9,bLRRIME-KNN-v1,knn,v1,0.001515152,1,1,1,1,1,1,1,1
10,bLRRIME-KNN-v1,knn,v1,0.136724387,0.857142857,0.75,0.75,1,1,0.857142857,0.75,0.895833333
1,bLRRIME-KNN-v2,knn,v2,0.064848485,0.933333333,0.875,0.875,1,1,0.933333333,0.875,0.901785714
2,bLRRIME-KNN-v2,knn,v2,0.001515152,1,1,1,1,1,1,1,1
3,bLRRIME-KNN-v2,knn,v2,0.068867244,0.928571429,1,1,0.857142857,0.875,0.933333333,0.866025404,0.959183673
4,bLRRIME-KNN-v2,knn,v2,0.137734488,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.714285714,0.928571429
5,bLRRIME-KNN-v2,knn,v2,0.001515152,1,1,1,1,1,1,1,1
6,bLRRIME-KNN-v2,knn,v2,0.136219336,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.714285714,0.918367347
7,bLRRIME-KNN-v2,knn,v2,0.069372294,0.928571429,1,1,0.857142857,0.875,0.933333333,0.866025404,0.857142857
8,bLRRIME-KNN-v2,knn,v2,0.136724387,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.714285714,0.795918367
9,bLRRIME-KNN-v2,knn,v2,0.001010101,1,1,1,1,1,1,1,1
10,bLRRIME-KNN-v2,knn,v2,0.002020202,1,1,1,1,1,1,1,1
1,bLRRIME-KNN-v3,knn,v3,0.064343434,0.933333333,1,1,0.857142857,0.888888889,0.941176471,0.872871561,0.9375
2,bLRRIME-KNN-v3,knn,v3,0.068867244,0.928571429,0.857142857,0.857142857,1,1,0.923076923,0.866025404,0.93877551
3,bLRRIME-KNN-v3,knn,v3,0.068867244,0.928571429,1,1,0.857142857,0.875,0.933333333,0.866025404,0.989795918
4,bLRRIME-KNN-v3,knn,v3,0.070382395,0.928571429,1,1,0.857142857,0.875,0.933333333,0.866025404,0.887755102
5,bLRRIME-KNN-v3,knn,v3,0.001515152,1,1,1,1,1,1,1,1
6,bLRRIME-KNN-v3,knn,v3,0.069877345,0.928571429,0.857142857,0.857142857,1,1,0.923076923,0.866025404,0.867346939
7,bLRRIME-KNN-v3,knn,v3,0.069877345,0.928571429,1,1,0.857142857,0.875,0.933333333,0.866025404,0.867346939
8,bLRRIME-KNN-v3,knn,v3,0.136724387,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.714285714,0.867346939
9,bLRRIME-KNN-v3,knn,v3,0.001010101,1,1,1,1,1,1,1,1
10,bLRRIME-KNN-v3,knn,v3,0.069372294,0.928571429,0.875,0.875,1,1,0.933333333,0.866025404,0.90625
1,bLRRIME-KNN-v4,knn,v4,0.128181818,0.866666667,0.875,0.875,0.857142857,0.875,0.875,0.732142857,0.794642857
2,bLRRIME-KNN-v4,knn,v4,0.001010101,1,1,1,1,1,1,1,1
3,bLRRIME-KNN-v4,knn,v4,0.068362193,0.928571429,1,1,0.857142857,0.875,0.933333333,0.866025404,0.969387755
4,bLRRIME-KNN-v4,knn,v4,0.001010101,1,1,1,1,1,1,1,1
5,bLRRIME-KNN-v4,knn,v4,0.001515152,1,1,1,1,1,1,1,1
6,bLRRIME-KNN-v4,knn,v4,0.070382395,0.928571429,1,1,0.857142857,0.875,0.933333333,0.866025404,0.867346939
7,bLRRIME-KNN-v4,knn,v4,0.001515152,1,1,1,1,1,1,1,1
8,bLRRIME-KNN-v4,knn,v4,0.137229437,0.857142857,1,1,0.714285714,0.777777778,0.875,0.745355992,0.867346939
9,bLRRIME-KNN-v4,knn,v4,0.002020202,1,1,1,1,1,1,1,1
10,bLRRIME-KNN-v4,knn,v4,0.069372294,0.928571429,0.875,0.875,1,1,0.933333333,0.866025404,0.916666667
1,bLRRIME-KNN-s1,knn,s1,0.153434343,0.866666667,1,1,0.714285714,0.8,0.888888889,0.755928946,0.866071429
2,bLRRIME-KNN-s1,knn,s1,0.096645022,0.928571429,0.857142857,0.857142857,1,1,0.923076923,0.866025404,0.908163265
3,bLRRIME-KNN-s1,knn,s1,0.159451659,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.714285714,0.857142857
4,bLRRIME-KNN-s1,knn,s1,0.096139971,0.928571429,1,1,0.857142857,0.875,0.933333333,0.866025404,0.93877551
5,bLRRIME-KNN-s1,knn,s1,0.2252886,0.785714286,0.714285714,0.714285714,0.857142857,0.833333333,0.769230769,0.577350269,0.795918367
6,bLRRIME-KNN-s1,knn,s1,0.022222222,1,1,1,1,1,1,1,1
7,bLRRIME-KNN-s1,knn,s1,0.230844156,0.785714286,0.714285714,0.714285714,0.857142857,0.833333333,0.769230769,0.577350269,0.765306122
8,bLRRIME-KNN-s1,knn,s1,0.237914863,0.785714286,0.571428571,0.571428571,1,1,0.727272727,0.632455532,0.806122449
9,bLRRIME-KNN-s1,knn,s1,0.232359307,0.785714286,0.857142857,0.857142857,0.714285714,0.75,0.8,0.577350269,0.846938776
10,bLRRIME-KNN-s1,knn,s1,0.156421356,0.857142857,1,1,0.666666667,0.8,0.888888889,0.730296743,0.75
1,bLRRIME-KNN-s2,knn,s2,0.151919192,0.866666667,1,1,0.714285714,0.8,0.888888889,0.755928946,0.875
2,bLRRIME-KNN-s2,knn,s2,0.09462482,0.928571429,0.857142857,0.857142857,1,1,0.923076923,0.866025404,0.897959184
3,bLRRIME-KNN-s2,knn,s2,0.155411255,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.714285714,0.816326531
4,bLRRIME-KNN-s2,knn,s2,0.093614719,0.928571429,1,1,0.857142857,0.875,0.933333333,0.866025404,0.928571429
5,bLRRIME-KNN-s2,knn,s2,0.159451659,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.714285714,0.857142857
6,bLRRIME-KNN-s2,knn,s2,0.023737374,1,1,1,1,1,1,1,1
7,bLRRIME-KNN-s2,knn,s2,0.228318903,0.785714286,0.714285714,0.714285714,0.857142857,0.833333333,0.769230769,0.577350269,0.785714286
8,bLRRIME-KNN-s2,knn,s2,0.231349206,0.785714286,0.714285714,0.714285714,0.857142857,0.833333333,0.769230769,0.577350269,0.836734694
9,bLRRIME-KNN-s2,knn,s2,0.229834055,0.785714286,0.857142857,0.857142857,0.714285714,0.75,0.8,0.577350269,0.806122449
10,bLRRIME-KNN-s2,knn,s2,0.156926407,0.857142857,1,1,0.666666667,0.8,0.888888889,0.730296743,0.729166667
1,bLRRIME-KNN-s3,knn,s3,0.153434343,0.866666667,1,1,0.714285714,0.8,0.888888889,0.755928946,0.821428571
2,bLRRIME-KNN-s3,knn,s3,0.091594517,0.928571429,0.857142857,0.857142857,1,1,0.923076923,0.866025404,0.908163265
3,bLRRIME-KNN-s3,knn,s3,0.097655123,0.928571429,1,1,0.857142857,0.875,0.933333333,0.866025404,0.887755102
4,bLRRIME-KNN-s3,knn,s3,0.090584416,0.928571429,1,1,0.857142857,0.875,0.933333333,0.866025404,0.93877551
5,bLRRIME-KNN-s3,knn,s3,0.161976912,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.714285714,0.836734694
6,bLRRIME-KNN-s3,knn,s3,0.021212121,1,1,1,1,1,1,1,1
7,bLRRIME-KNN-s3,knn,s3,0.2252886,0.785714286,0.714285714,0.714285714,0.857142857,0.833333333,0.769230769,0.577350269,0.785714286
8,bLRRIME-KNN-s3,knn,s3,0.226298701,0.785714286,0.714285714,0.714285714,0.857142857,0.833333333,0.769230769,0.577350269,0.857142857
9,bLRRIME-KNN-s3,knn,s3,0.22478355,0.785714286,0.857142857,0.857142857,0.714285714,0.75,0.8,0.577350269,0.744897959
10,bLRRIME-KNN-s3,knn,s3,0.155916306,0.857142857,1,1,0.666666667,0.8,0.888888889,0.730296743,0.75
1,bLRRIME-KNN-s4,knn,s4,0.152929293,0.866666667,1,1,0.714285714,0.8,0.888888889,0.755928946,0.866071429
2,bLRRIME-KNN-s4,knn,s4,0.091089466,0.928571429,0.857142857,0.857142857,1,1,0.923076923,0.866025404,0.867346939
3,bLRRIME-KNN-s4,knn,s4,0.157431457,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.714285714,0.816326531
4,bLRRIME-KNN-s4,knn,s4,0.089574315,0.928571429,1,1,0.857142857,0.875,0.933333333,0.866025404,0.928571429
5,bLRRIME-KNN-s4,knn,s4,0.157431457,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.714285714,0.846938776
6,bLRRIME-KNN-s4,knn,s4,0.021212121,1,1,1,1,1,1,1,1
7,bLRRIME-KNN-s4,knn,s4,0.222258297,0.785714286,0.714285714,0.714285714,0.857142857,0.833333333,0.769230769,0.577350269,0.846938776
8,bLRRIME-KNN-s4,knn,s4,0.226803752,0.785714286,0.714285714,0.714285714,0.857142857,0.833333333,0.769230769,0.577350269,0.846938776
9,bLRRIME-KNN-s4,knn,s4,0.223773449,0.785714286,0.857142857,0.857142857,0.714285714,0.75,0.8,0.577350269,0.826530612
10,bLRRIME-KNN-s4,knn,s4,0.155916306,0.857142857,1,1,0.666666667,0.8,0.888888889,0.730296743,0.739583333
1,bLRRIME-KNN-v1,knn,v1,0.001010101,1,1,1,1,1,1,1,1
2,bLRRIME-KNN-v1,knn,v1,0.068867244,0.928571429,0.857142857,0.857142857,1,1,0.923076923,0.866025404,0.969387755
3,bLRRIME-KNN-v1,knn,v1,0.001515152,1,1,1,1,1,1,1,1
4,bLRRIME-KNN-v1,knn,v1,0.001010101,1,1,1,1,1,1,1,1
5,bLRRIME-KNN-v1,knn,v1,0.069372294,0.928571429,1,1,0.857142857,0.875,0.933333333,0.866025404,0.979591837
6,bLRRIME-KNN-v1,knn,v1,0.001515152,1,1,1,1,1,1,1,1
7,bLRRIME-KNN-v1,knn,v1,0.069877345,0.928571429,1,1,0.857142857,0.875,0.933333333,0.866025404,0.969387755
8,bLRRIME-KNN-v1,knn,v1,0.137229437,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.714285714,0.816326531
9,bLRRIME-KNN-v1,knn,v1,0.138239538,0.857142857,1,1,0.714285714,0.777777778,0.875,0.745355992,0.87755102
10,bLRRIME-KNN-v1,knn,v1,0.069372294,0.928571429,1,1,0.833333333,0.888888889,0.941176471,0.860662966,0.885416667
1,bLRRIME-KNN-v2,knn,v2,0.064848485,0.933333333,0.875,0.875,1,1,0.933333333,0.875,0.928571429
2,bLRRIME-KNN-v2,knn,v2,0.002020202,1,1,1,1,1,1,1,1
3,bLRRIME-KNN-v2,knn,v2,0.001515152,1,1,1,1,1,1,1,1
4,bLRRIME-KNN-v2,knn,v2,0.002020202,1,1,1,1,1,1,1,1
5,bLRRIME-KNN-v2,knn,v2,0.136724387,0.857142857,1,1,0.714285714,0.777777778,0.875,0.745355992,0.979591837
6,bLRRIME-KNN-v2,knn,v2,0.002020202,1,1,1,1,1,1,1,1
7,bLRRIME-KNN-v2,knn,v2,0.070382395,0.928571429,1,1,0.857142857,0.875,0.933333333,0.866025404,0.867346939
8,bLRRIME-KNN-v2,knn,v2,0.069372294,0.928571429,0.857142857,0.857142857,1,1,0.923076923,0.866025404,0.918367347
9,bLRRIME-KNN-v2,knn,v2,0.137229437,0.857142857,1,1,0.714285714,0.777777778,0.875,0.745355992,0.836734694
10,bLRRIME-KNN-v2,knn,v2,0.068362193,0.928571429,1,1,0.833333333,0.888888889,0.941176471,0.860662966,0.885416667
1,bLRRIME-KNN-v3,knn,v3,0.064848485,0.933333333,1,1,0.857142857,0.888888889,0.941176471,0.872871561,0.946428571
2,bLRRIME-KNN-v3,knn,v3,0.068867244,0.928571429,0.857142857,0.857142857,1,1,0.923076923,0.866025404,0.959183673
3,bLRRIME-KNN-v3,knn,v3,0.002525253,1,1,1,1,1,1,1,1
4,bLRRIME-KNN-v3,knn,v3,0.001515152,1,1,1,1,1,1,1,1
5,bLRRIME-KNN-v3,knn,v3,0.069372294,0.928571429,1,1,0.857142857,0.875,0.933333333,0.866025404,0.897959184
6,bLRRIME-KNN-v3,knn,v3,0.001010101,1,1,1,1,1,1,1,1
7,bLRRIME-KNN-v3,knn,v3,0.136724387,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.714285714,0.836734694
8,bLRRIME-KNN-v3,knn,v3,0.068867244,0.928571429,0.857142857,0.857142857,1,1,0.923076923,0.866025404,0.969387755
9,bLRRIME-KNN-v3,knn,v3,0.137734488,0.857142857,1,1,0.714285714,0.777777778,0.875,0.745355992,0.744897959
10,bLRRIME-KNN-v3,knn,v3,0.069372294,0.928571429,1,1,0.833333333,0.888888889,0.941176471,0.860662966,0.875
1,bLRRIME-KNN-v4,knn,v4,0.001515152,1,1,1,1,1,1,1,1
2,bLRRIME-KNN-v4,knn,v4,0.004040404,1,1,1,1,1,1,1,1
3,bLRRIME-KNN-v4,knn,v4,0.001515152,1,1,1,1,1,1,1,1
4,bLRRIME-KNN-v4,knn,v4,0.069372294,0.928571429,1,1,0.857142857,0.875,0.933333333,0.866025404,0.989795918
5,bLRRIME-KNN-v4,knn,v4,0.069877345,0.928571429,1,1,0.857142857,0.875,0.933333333,0.866025404,0.887755102
6,bLRRIME-KNN-v4,knn,v4,0.001515152,1,1,1,1,1,1,1,1
7,bLRRIME-KNN-v4,knn,v4,0.136219336,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.714285714,0.826530612
8,bLRRIME-KNN-v4,knn,v4,0.069372294,0.928571429,0.857142857,0.857142857,1,1,0.923076923,0.866025404,0.928571429
9,bLRRIME-KNN-v4,knn,v4,0.136724387,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.714285714,0.795918367
10,bLRRIME-KNN-v4,knn,v4,0.136724387,0.857142857,0.875,0.875,0.833333333,0.875,0.875,0.708333333,0.78125
1,bLRRIME-KNN-s1,knn,s1,0.026262626,1,1,1,1,1,1,1,1
2,bLRRIME-KNN-s1,knn,s1,0.156421356,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.714285714,0.826530612
3,bLRRIME-KNN-s1,knn,s1,0.300721501,0.714285714,0.714285714,0.714285714,0.714285714,0.714285714,0.714285714,0.428571429,0.663265306
4,bLRRIME-KNN-s1,knn,s1,0.293145743,0.714285714,0.714285714,0.714285714,0.714285714,0.714285714,0.714285714,0.428571429,0.775510204
5,bLRRIME-KNN-s1,knn,s1,0.166522367,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.714285714,0.887755102
6,bLRRIME-KNN-s1,knn,s1,0.228318903,0.785714286,0.857142857,0.857142857,0.714285714,0.75,0.8,0.577350269,0.806122449
7,bLRRIME-KNN-s1,knn,s1,0.025252525,1,1,1,1,1,1,1,1
8,bLRRIME-KNN-s1,knn,s1,0.232864358,0.785714286,0.857142857,0.857142857,0.714285714,0.75,0.8,0.577350269,0.683673469
9,bLRRIME-KNN-s1,knn,s1,0.024242424,1,1,1,1,1,1,1,1
10,bLRRIME-KNN-s1,knn,s1,0.165512266,0.857142857,1,1,0.666666667,0.8,0.888888889,0.730296743,0.833333333
1,bLRRIME-KNN-s2,knn,s2,0.031313131,1,1,1,1,1,1,1,1
2,bLRRIME-KNN-s2,knn,s2,0.159451659,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.714285714,0.816326531
3,bLRRIME-KNN-s2,knn,s2,0.295670996,0.714285714,0.714285714,0.714285714,0.714285714,0.714285714,0.714285714,0.428571429,0.734693878
4,bLRRIME-KNN-s2,knn,s2,0.291630592,0.714285714,0.714285714,0.714285714,0.714285714,0.714285714,0.714285714,0.428571429,0.755102041
5,bLRRIME-KNN-s2,knn,s2,0.156926407,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.714285714,0.826530612
6,bLRRIME-KNN-s2,knn,s2,0.227813853,0.785714286,0.857142857,0.857142857,0.714285714,0.75,0.8,0.577350269,0.806122449
7,bLRRIME-KNN-s2,knn,s2,0.018686869,1,1,1,1,1,1,1,1
8,bLRRIME-KNN-s2,knn,s2,0.226803752,0.785714286,0.857142857,0.857142857,0.714285714,0.75,0.8,0.577350269,0.673469388
9,bLRRIME-KNN-s2,knn,s2,0.021717172,1,1,1,1,1,1,1,1
10,bLRRIME-KNN-s2,knn,s2,0.170562771,0.857142857,1,1,0.666666667,0.8,0.888888889,0.730296743,0.833333333
1,bLRRIME-KNN-s3,knn,s3,0.026262626,1,1,1,1,1,1,1,1
2,bLRRIME-KNN-s3,knn,s3,0.155411255,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.714285714,0.87755102
3,bLRRIME-KNN-s3,knn,s3,0.294660895,0.714285714,0.714285714,0.714285714,0.714285714,0.714285714,0.714285714,0.428571429,0.663265306
4,bLRRIME-KNN-s3,knn,s3,0.291125541,0.714285714,0.714285714,0.714285714,0.714285714,0.714285714,0.714285714,0.428571429,0.755102041
5,bLRRIME-KNN-s3,knn,s3,0.155916306,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.714285714,0.857142857
6,bLRRIME-KNN-s3,knn,s3,0.227813853,0.785714286,0.857142857,0.857142857,0.714285714,0.75,0.8,0.577350269,0.765306122
7,bLRRIME-KNN-s3,knn,s3,0.020707071,1,1,1,1,1,1,1,1
8,bLRRIME-KNN-s3,knn,s3,0.226298701,0.785714286,0.857142857,0.857142857,0.714285714,0.75,0.8,0.577350269,0.673469388
9,bLRRIME-KNN-s3,knn,s3,0.019191919,1,1,1,1,1,1,1,1
10,bLRRIME-KNN-s3,knn,s3,0.159451659,0.857142857,0.875,0.875,0.833333333,0.875,0.875,0.708333333,0.833333333
1,bLRRIME-KNN-s4,knn,s4,0.024242424,1,1,1,1,1,1,1,1
2,bLRRIME-KNN-s4,knn,s4,0.158946609,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.714285714,0.897959184
3,bLRRIME-KNN-s4,knn,s4,0.292135642,0.714285714,0.714285714,0.714285714,0.714285714,0.714285714,0.714285714,0.428571429,0.632653061
4,bLRRIME-KNN-s4,knn,s4,0.291630592,0.714285714,0.714285714,0.714285714,0.714285714,0.714285714,0.714285714,0.428571429,0.795918367
5,bLRRIME-KNN-s4,knn,s4,0.160966811,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.714285714,0.887755102
6,bLRRIME-KNN-s4,knn,s4,0.2252886,0.785714286,0.857142857,0.857142857,0.714285714,0.75,0.8,0.577350269,0.765306122
7,bLRRIME-KNN-s4,knn,s4,0.020707071,1,1,1,1,1,1,1,1
8,bLRRIME-KNN-s4,knn,s4,0.227813853,0.785714286,0.857142857,0.857142857,0.714285714,0.75,0.8,0.577350269,0.683673469
9,bLRRIME-KNN-s4,knn,s4,0.022727273,1,1,1,1,1,1,1,1
10,bLRRIME-KNN-s4,knn,s4,0.158441558,0.857142857,1,1,0.666666667,0.8,0.888888889,0.730296743,0.833333333
1,bLRRIME-KNN-v1,knn,v1,0.003030303,1,1,1,1,1,1,1,1
2,bLRRIME-KNN-v1,knn,v1,0.069372294,0.928571429,1,1,0.857142857,0.875,0.933333333,0.866025404,0.87755102
3,bLRRIME-KNN-v1,knn,v1,0.069372294,0.928571429,0.857142857,0.857142857,1,1,0.923076923,0.866025404,0.867346939
4,bLRRIME-KNN-v1,knn,v1,0.136724387,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.714285714,0.867346939
5,bLRRIME-KNN-v1,knn,v1,0.069372294,0.928571429,1,1,0.857142857,0.875,0.933333333,0.866025404,0.979591837
6,bLRRIME-KNN-v1,knn,v1,0.069372294,0.928571429,1,1,0.857142857,0.875,0.933333333,0.866025404,0.87755102
7,bLRRIME-KNN-v1,knn,v1,0.001010101,1,1,1,1,1,1,1,1
8,bLRRIME-KNN-v1,knn,v1,0.069372294,0.928571429,1,1,0.857142857,0.875,0.933333333,0.866025404,0.897959184
9,bLRRIME-KNN-v1,knn,v1,0.001010101,1,1,1,1,1,1,1,1
10,bLRRIME-KNN-v1,knn,v1,0.069372294,0.928571429,1,1,0.833333333,0.888888889,0.941176471,0.860662966,0.864583333
1,bLRRIME-KNN-v2,knn,v2,0.002020202,1,1,1,1,1,1,1,1
2,bLRRIME-KNN-v2,knn,v2,0.068867244,0.928571429,0.857142857,0.857142857,1,1,0.923076923,0.866025404,0.948979592
3,bLRRIME-KNN-v2,knn,v2,0.136724387,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.714285714,0.846938776
4,bLRRIME-KNN-v2,knn,v2,0.136724387,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.714285714,0.826530612
5,bLRRIME-KNN-v2,knn,v2,0.069877345,0.928571429,0.857142857,0.857142857,1,1,0.923076923,0.866025404,0.979591837
6,bLRRIME-KNN-v2,knn,v2,0.136724387,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.714285714,0.816326531
7,bLRRIME-KNN-v2,knn,v2,0.001010101,1,1,1,1,1,1,1,1
8,bLRRIME-KNN-v2,knn,v2,0.069372294,0.928571429,1,1,0.857142857,0.875,0.933333333,0.866025404,0.948979592
9,bLRRIME-KNN-v2,knn,v2,0.001515152,1,1,1,1,1,1,1,1
10,bLRRIME-KNN-v2,knn,v2,0.068867244,0.928571429,1,1,0.833333333,0.888888889,0.941176471,0.860662966,0.875
1,bLRRIME-KNN-v3,knn,v3,0.004040404,1,1,1,1,1,1,1,1
2,bLRRIME-KNN-v3,knn,v3,0.070382395,0.928571429,1,1,0.857142857,0.875,0.933333333,0.866025404,0.87755102
3,bLRRIME-KNN-v3,knn,v3,0.137229437,0.857142857,1,1,0.714285714,0.777777778,0.875,0.745355992,0.816326531
4,bLRRIME-KNN-v3,knn,v3,0.136724387,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.714285714,0.857142857
5,bLRRIME-KNN-v3,knn,v3,0.002020202,1,1,1,1,1,1,1,1
6,bLRRIME-KNN-v3,knn,v3,0.068867244,0.928571429,1,1,0.857142857,0.875,0.933333333,0.866025404,0.918367347
7,bLRRIME-KNN-v3,knn,v3,0.001010101,1,1,1,1,1,1,1,1
8,bLRRIME-KNN-v3,knn,v3,0.137229437,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.714285714,0.846938776
9,bLRRIME-KNN-v3,knn,v3,0.001010101,1,1,1,1,1,1,1,1
10,bLRRIME-KNN-v3,knn,v3,0.068867244,0.928571429,1,1,0.833333333,0.888888889,0.941176471,0.860662966,0.958333333
1,bLRRIME-KNN-v4,knn,v4,0.065353535,0.933333333,0.875,0.875,1,1,0.933333333,0.875,0.875
2,bLRRIME-KNN-v4,knn,v4,0.136724387,0.857142857,0.714285714,0.714285714,1,1,0.833333333,0.745355992,0.857142857
3,bLRRIME-KNN-v4,knn,v4,0.068867244,0.928571429,1,1,0.857142857,0.875,0.933333333,0.866025404,0.979591837
4,bLRRIME-KNN-v4,knn,v4,0.136724387,0.857142857,1,1,0.714285714,0.777777778,0.875,0.745355992,0.867346939
5,bLRRIME-KNN-v4,knn,v4,0.069372294,0.928571429,1,1,0.857142857,0.875,0.933333333,0.866025404,0.959183673
6,bLRRIME-KNN-v4,knn,v4,0.136724387,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.714285714,0.785714286
7,bLRRIME-KNN-v4,knn,v4,0.001515152,1,1,1,1,1,1,1,1
8,bLRRIME-KNN-v4,knn,v4,0.069877345,0.928571429,1,1,0.857142857,0.875,0.933333333,0.866025404,0.959183673
9,bLRRIME-KNN-v4,knn,v4,0.001010101,1,1,1,1,1,1,1,1
10,bLRRIME-KNN-v4,knn,v4,0.068867244,0.928571429,1,1,0.833333333,0.888888889,0.941176471,0.860662966,0.927083333
